nr_lazika	data_pomiaru	kod_obszaru	wspolrzedne	glebokosc	ilosc
89	2074-01-25	MC-30	81.09S, 108.16W	175	10654
98	2075-04-17	MC-30	67.38S, 98.34E	905	7512
7	2057-04-19	MC-04	44.51N, 58.78W	204	19313
34	2065-04-02	MC-14	13.62N, 107.90E	124	629
43	2065-05-19	MC-18	22.06S, 82.01W	147	1526
76	2075-09-15	MC-02	34.25N, 173.92W	9	1138
23	2055-11-23	MC-16	29.38S, 138.47W	120	2461
49	2068-01-26	MC-26	32.48S, 19.21W	791	9985
99	2072-09-09	MC-05	55.67N, 7.67E	77	15109
75	2076-02-03	MC-28	50.40S, 96.65E	128	15109
20	2059-01-01	MC-28	40.89S, 69.38E	231	9074
54	2069-09-19	MC-22	2.60S, 114.42E	67	2739
31	2066-03-17	MC-01	71.12N, 95.65W	54	883
38	2064-09-29	MC-01	69.92N, 131.77W	1270	1526
84	2072-05-13	MC-07	49.29N, 131.74E	75	5436
34	2064-05-07	MC-14	22.63N, 114.50E	292	3764
85	2072-07-08	MC-22	23.70S, 115.06E	175	4902
82	2071-10-25	MC-29	35.40S, 147.71E	157	1656
75	2074-06-23	MC-28	52.72S, 98.47E	67	3764
31	2060-07-27	MC-03	43.53N, 97.61W	30	2324
4	2057-10-18	MC-19	25.64S, 28.39W	702	9670
32	2060-05-20	MC-25	51.51S, 106.78W	252	8000
28	2062-11-24	MC-30	78.29S, 79.24W	204	2054
69	2072-05-09	MC-01	72.16N, 177.17E	365	15700
9	2058-05-06	MC-11	1.45N, 16.84W	96	2880
60	2071-10-14	MC-26	57.68S, 31.60W	120	12178
5	2056-10-24	MC-20	7.08S, 40.88E	48	5255
47	2073-06-23	MC-11	19.40N, 22.88W	27	9985
37	2062-07-13	MC-14	22.41N, 128.15E	307	5812
44	2069-04-23	MC-01	75.81N, 150.19E	41	2324
92	2074-12-31	MC-01	80.11N, 63.60E	34	7752
3	2052-09-27	MC-24	37.76S, 135.18W	124	3022
52	2066-08-22	MC-17	4.20S, 99.23W	157	2739
19	2058-12-11	MC-07	58.87N, 166.42E	152	2461
75	2073-11-26	MC-28	45.13S, 113.97E	15	33322
30	2061-01-28	MC-10	7.16N, 57.93W	905	4563
100	2074-05-29	MC-30	69.27S, 169.99W	241	6832
77	2078-06-25	MC-28	38.39S, 105.35E	252	6006
89	2074-03-23	MC-30	87.90S, 91.34W	14	101649
73	2073-09-24	MC-25	63.86S, 64.78W	791	4563
95	2067-11-12	MC-10	28.41N, 86.10W	43	7752
38	2063-01-11	MC-01	79.59N, 102.38W	11	21171
55	2073-07-19	MC-15	29.67N, 136.11E	147	15109
38	2064-04-13	MC-01	68.07N, 94.26W	75	63326
81	2069-02-09	MC-08	2.65N, 173.00W	128	6832
91	2074-05-14	MC-01	67.09N, 130.99W	325	2461
34	2062-12-24	MC-14	12.19N, 105.40E	96	2461
82	2071-11-06	MC-23	27.25S, 145.01E	45	3313
84	2071-07-28	MC-07	63.25N, 135.66E	61	19313
86	2073-06-23	MC-01	81.52N, 143.14E	20	5436
18	2057-06-16	MC-23	24.39S, 148.84E	307	3764
72	2072-06-24	MC-25	37.94S, 118.03W	7	7052
41	2068-01-25	MC-01	70.39N, 34.37E	292	12178
83	2070-09-03	MC-06	47.14N, 67.29E	524	2054
95	2068-12-28	MC-18	10.16S, 77.57W	47	3919
49	2068-06-18	MC-19	20.13S, 27.52W	65	1526
94	2069-08-14	MC-29	62.87S, 125.51E	231	63326
94	2068-05-24	MC-29	33.45S, 138.76E	389	4398
44	2069-02-14	MC-07	44.03N, 139.46E	524	14025
98	2075-05-23	MC-28	36.58S, 89.25E	307	2599
86	2075-05-23	MC-01	69.03N, 109.48E	252	6205
99	2071-02-12	MC-05	37.38N, 2.74E	103	3919
21	2057-10-05	MC-17	5.18S, 106.85W	572	2054
44	2065-09-17	MC-07	52.23N, 129.51E	109	3764
52	2065-12-30	MC-09	29.46N, 100.73W	365	2054
88	2072-11-03	MC-19	12.17S, 24.09W	181	2739
18	2058-01-20	MC-23	26.07S, 178.14E	57	12178
10	2060-11-07	MC-26	42.37S, 54.69W	416	23366
100	2073-11-06	MC-30	71.48S, 152.92W	29	11011
26	2057-11-11	MC-28	63.60S, 72.61E	1057	2739
17	2060-01-07	MC-13	8.65N, 65.60E	447	883
23	2056-11-15	MC-16	1.49S, 146.25W	100	4731
76	2074-04-07	MC-07	34.15N, 153.61E	24	4398
76	2079-08-26	MC-01	66.74N, 170.26E	169	3461
69	2077-01-20	MC-01	84.57N, 172.51W	905	8519
49	2067-12-01	MC-26	40.44S, 15.48W	109	7752
32	2063-04-20	MC-25	57.55S, 78.74W	32	29243
17	2060-06-25	MC-06	36.24N, 77.88E	264	7279
72	2076-05-01	MC-17	12.83S, 131.04W	905	1396
64	2068-04-24	MC-28	60.62S, 81.35E	75	12605
71	2072-02-11	MC-24	39.49S, 157.46W	212	9670
10	2056-03-30	MC-26	38.69S, 53.12W	1270	7512
18	2057-05-18	MC-23	17.38S, 153.13E	389	8255
4	2058-01-10	MC-26	62.25S, 16.92W	25	5436
75	2074-10-28	MC-22	24.31S, 97.76E	43	3764
74	2073-12-30	MC-12	6.54N, 9.99E	147	6205
19	2058-05-07	MC-07	54.54N, 170.83E	59	19313
71	2071-03-21	MC-24	60.47S, 145.78W	147	17000
38	2068-02-10	MC-01	78.39N, 105.00W	113	7752
34	2061-07-03	MC-14	27.89N, 97.87E	11	13527
44	2071-12-14	MC-07	55.28N, 128.90E	188	3919
66	2074-01-27	MC-15	9.03N, 156.79E	39	4731
17	2059-09-11	MC-06	37.02N, 85.10E	9	8519
18	2058-11-13	MC-23	19.31S, 178.05E	17	2739
26	2055-06-17	MC-21	29.44S, 74.31E	52	5436
54	2066-11-12	MC-22	2.33S, 99.82E	50	4731
98	2075-06-10	MC-28	33.19S, 78.01E	133	4902
24	2055-05-24	MC-23	22.36S, 140.96E	41	4076
97	2072-04-15	MC-04	64.26N, 12.00W	264	5076
82	2070-12-22	MC-23	18.45S, 167.20E	72	3461
32	2062-04-02	MC-25	44.41S, 90.70W	416	24621
23	2056-12-25	MC-24	43.54S, 145.72W	389	31157
26	2059-10-18	MC-30	74.78S, 83.00E	9	6205
4	2052-11-29	MC-26	43.81S, 18.15W	196	8255
27	2058-12-06	MC-30	78.98S, 97.16E	416	1267
12	2058-11-21	MC-09	9.91N, 104.14W	212	5622
83	2070-10-06	MC-01	72.82N, 65.40E	1270	45837
62	2066-10-27	MC-20	1.24S, 42.02E	188	883
20	2059-03-19	MC-28	43.12S, 63.98E	85	2054
89	2078-05-05	MC-25	63.18S, 100.53W	572	5076
83	2070-05-28	MC-06	42.00N, 87.61E	93	1010
17	2061-07-30	MC-14	21.57N, 110.61E	88	3612
27	2057-06-29	MC-28	62.23S, 77.86E	241	26004
99	2074-01-21	MC-11	22.69N, 9.84W	65	2739
27	2061-10-07	MC-30	87.76S, 94.92E	72	12605
76	2075-06-12	MC-07	43.24N, 153.35E	124	1788
18	2059-02-10	MC-16	8.11S, 169.28W	61	1010
4	2057-04-04	MC-26	50.65S, 42.43W	181	8000
2	2052-01-29	MC-14	8.10N, 112.04E	90	6409
56	2071-06-17	MC-26	44.44S, 50.82W	9	19313
60	2071-01-09	MC-26	51.66S, 30.10W	277	19313
32	2067-01-16	MC-25	42.88S, 93.93W	196	24621
20	2060-05-04	MC-28	52.18S, 85.83E	142	18486
9	2058-09-02	MC-19	16.18S, 7.90W	252	7279
47	2074-02-21	MC-11	17.32N, 14.30W	133	4076
1	2051-05-16	MC-06	46.37N, 70.37E	90	13054
10	2061-12-18	MC-25	41.18S, 61.11W	12	11011
5	2059-04-05	MC-21	3.87S, 54.01E	113	4076
18	2059-08-31	MC-23	8.16S, 178.57E	109	2461
76	2075-12-01	MC-07	46.79N, 158.16E	117	5076
79	2075-02-26	MC-14	4.05N, 133.33E	212	5255
2	2057-10-25	MC-14	8.37N, 117.41E	133	6832
52	2069-02-15	MC-17	5.55S, 101.72W	65	1788
27	2062-09-04	MC-30	84.91S, 105.93E	27	50510
10	2055-09-21	MC-25	37.04S, 74.89W	17	16330
10	2060-05-25	MC-26	42.45S, 49.22W	133	19313
22	2057-06-27	MC-12	12.95N, 36.46E	204	9366
31	2066-06-17	MC-01	87.93N, 112.32W	137	19313
88	2072-07-20	MC-19	16.18S, 32.35W	133	756
28	2060-11-19	MC-30	73.16S, 76.95W	120	9366
32	2067-11-07	MC-25	41.54S, 85.75W	90	26004
52	2070-03-22	MC-08	29.14N, 140.91W	11	1010
20	2058-10-06	MC-28	64.01S, 83.14E	103	14551
60	2070-05-22	MC-26	55.75S, 20.16W	32	6205
69	2073-07-09	MC-01	70.16N, 175.30E	157	17718
72	2074-10-08	MC-17	16.89S, 119.53W	128	2324
15	2054-11-17	MC-24	40.68S, 165.32W	128	4398
51	2065-11-13	MC-26	39.80S, 34.28W	100	5812
89	2076-02-25	MC-30	82.23S, 88.04W	30	72463
52	2073-09-16	MC-09	16.98N, 114.01W	77	1396
35	2064-09-28	MC-17	7.87S, 101.06W	344	2599
42	2070-03-02	MC-07	46.29N, 164.53E	1270	629
69	2076-02-10	MC-07	50.88N, 167.42E	39	38630
76	2079-03-04	MC-02	54.48N, 178.53W	43	756
44	2066-07-03	MC-07	61.47N, 126.45E	90	10654
17	2061-02-26	MC-13	1.73N, 78.89E	96	2599
61	2072-07-14	MC-30	84.32S, 4.91W	65	31157
9	2060-06-22	MC-19	23.62S, 8.42W	100	9985
89	2078-01-13	MC-25	53.95S, 87.85W	365	883
19	2057-01-17	MC-07	33.08N, 153.10E	82	1788
42	2070-04-09	MC-15	5.92N, 169.42E	109	2599
88	2073-10-05	MC-19	3.86S, 26.58W	103	6006
39	2066-04-27	MC-24	50.35S, 160.10W	36	41937
76	2080-10-30	MC-02	34.10N, 177.99W	147	3764
11	2057-01-04	MC-30	70.40S, 18.19W	12	17718
47	2074-12-17	MC-04	39.38N, 1.66W	90	8000
13	2055-10-25	MC-01	66.98N, 131.81E	128	7279
94	2069-02-08	MC-29	51.91S, 127.49E	109	3612
41	2069-01-01	MC-01	82.57N, 47.47E	147	8000
17	2058-02-14	MC-13	22.00N, 83.17E	113	2880
83	2069-12-12	MC-06	48.75N, 90.36E	80	756
91	2074-10-28	MC-01	80.96N, 148.00W	32	29243
31	2066-08-19	MC-01	72.32N, 74.38W	100	12178
66	2072-07-27	MC-15	1.44N, 146.44E	231	5622
42	2067-02-21	MC-15	23.85N, 151.83E	36	3461
76	2076-06-14	MC-01	67.60N, 169.28E	212	4902
34	2064-09-11	MC-06	37.97N, 106.82E	128	883
49	2067-03-23	MC-19	21.58S, 13.36W	47	2739
62	2068-07-19	MC-12	1.29N, 20.80E	157	883
10	2057-09-24	MC-18	3.44S, 60.37W	113	6006
42	2071-11-19	MC-15	22.41N, 152.29E	19	1526
51	2065-08-06	MC-26	40.46S, 39.33W	142	4235
69	2071-02-23	MC-01	68.14N, 179.94E	905	4235
44	2065-08-22	MC-07	52.35N, 124.45E	37	3313
72	2075-03-22	MC-17	14.38S, 120.59W	88	8000
33	2061-07-24	MC-01	85.09N, 53.76E	147	2599
56	2071-03-16	MC-18	19.78S, 75.19W	80	4235
26	2056-04-15	MC-30	73.97S, 54.84E	59	10654
17	2063-01-25	MC-13	24.48N, 83.35E	85	14551
17	2057-02-10	MC-22	1.81S, 107.29E	61	1010
59	2070-03-04	MC-28	44.44S, 114.01E	128	8519
14	2055-12-17	MC-11	15.91N, 15.67W	65	883
55	2073-10-13	MC-07	38.61N, 143.13E	157	3919
95	2069-01-28	MC-09	22.30N, 92.17W	43	7052
98	2073-11-26	MC-28	59.02S, 72.70E	631	18486
39	2067-03-22	MC-30	69.75S, 171.52E	416	5076
55	2067-11-18	MC-07	53.64N, 128.38E	292	3919
42	2069-03-29	MC-07	35.69N, 162.27E	124	15109
2	2054-05-06	MC-22	14.56S, 123.06E	292	8255
90	2073-11-09	MC-24	56.14S, 169.75W	72	13527
86	2072-02-25	MC-01	82.98N, 99.15E	344	27536
75	2072-11-09	MC-28	58.41S, 110.83E	25	7512
30	2059-10-30	MC-03	36.97N, 61.14W	15	1656
62	2066-10-07	MC-20	20.63S, 28.23E	100	9670
30	2060-08-13	MC-09	24.92N, 92.51W	128	5812
54	2068-11-19	MC-14	3.08N, 125.23E	152	4235
92	2074-07-01	MC-01	77.26N, 61.50E	67	6205
45	2066-09-15	MC-13	6.47N, 55.05E	188	6832
73	2073-09-14	MC-30	83.58S, 59.70W	50	2188
82	2069-10-19	MC-29	49.27S, 145.27E	54	35789
78	2075-04-27	MC-08	5.32N, 165.50W	447	6409
50	2066-06-14	MC-15	11.37N, 141.90E	572	3919
5	2056-03-08	MC-21	3.89S, 63.07E	344	4902
89	2076-05-02	MC-30	86.93S, 75.14W	17	20205
98	2074-03-29	MC-28	52.90S, 95.05E	905	14025
89	2076-10-22	MC-30	76.35S, 114.95W	77	8255
32	2068-01-25	MC-25	48.99S, 85.62W	15	38630
36	2063-10-25	MC-16	6.42S, 157.79W	142	7512
38	2066-12-03	MC-01	67.50N, 129.71W	204	9074
17	2061-01-18	MC-14	9.27N, 105.38E	133	1138
27	2061-07-26	MC-30	76.45S, 120.76E	32	8791
12	2056-08-18	MC-17	16.57S, 122.98W	63	3461
53	2068-08-21	MC-30	76.18S, 140.09W	61	13527
4	2054-12-03	MC-26	41.45S, 20.98W	37	33322
10	2059-03-26	MC-18	22.80S, 50.06W	221	14025
26	2057-12-19	MC-27	61.40S, 51.48E	20	101649
62	2068-02-29	MC-20	17.90S, 40.27E	82	3919
69	2073-04-12	MC-01	89.39N, 174.15E	29	38630
20	2059-11-20	MC-28	37.76S, 64.93E	307	5436
47	2073-05-21	MC-11	26.09N, 43.11W	15	1396
86	2076-12-02	MC-06	63.77N, 106.51E	482	2188
51	2065-07-03	MC-26	51.53S, 54.37W	147	2599
89	2075-01-13	MC-25	54.27S, 82.38W	175	14551
66	2073-11-18	MC-15	15.40N, 145.24E	1270	8255
2	2051-08-19	MC-14	13.43N, 105.66E	93	4731
5	2058-02-13	MC-13	7.82N, 76.82E	45	7052
47	2075-07-24	MC-05	41.09N, 5.55E	1270	27536
38	2067-12-23	MC-01	85.73N, 118.82W	32	11011
17	2063-05-20	MC-13	18.87N, 82.17E	307	1788
86	2074-08-05	MC-01	86.20N, 105.07E	15	9670
47	2068-02-20	MC-11	15.59N, 25.74W	152	629
18	2058-09-06	MC-29	34.91S, 163.45E	905	1788
72	2074-07-21	MC-17	20.18S, 105.60W	82	2599
84	2071-01-24	MC-07	44.20N, 133.76E	11	27536
35	2061-07-06	MC-18	29.75S, 88.75W	231	2054
77	2077-02-16	MC-28	38.85S, 107.25E	389	2739
15	2054-09-23	MC-16	24.58S, 151.92W	109	5255
92	2074-10-02	MC-01	82.90N, 67.73E	702	1656
32	2066-11-27	MC-25	42.74S, 112.99W	631	756
76	2076-09-18	MC-15	23.42N, 162.12E	128	9985
41	2068-06-02	MC-05	58.69N, 48.48E	1057	21171
91	2075-03-19	MC-01	75.86N, 134.24W	103	4902
83	2071-06-12	MC-06	53.16N, 74.88E	54	19313
4	2055-05-11	MC-26	54.17S, 28.63W	12	17000
87	2073-08-09	MC-26	50.39S, 25.46W	277	629
77	2074-06-14	MC-21	28.59S, 82.97E	82	6205
101	2073-01-04	MC-07	40.49N, 148.60E	39	2188
39	2067-05-04	MC-30	80.47S, 165.73E	36	15109
47	2072-09-20	MC-11	23.84N, 13.60W	389	8791
10	2060-09-02	MC-19	23.78S, 32.39W	181	6832
27	2060-03-31	MC-30	77.31S, 105.03E	188	15109
9	2058-02-03	MC-19	17.26S, 27.97W	175	9670
56	2074-10-17	MC-25	43.87S, 70.49W	14	3313
97	2071-03-09	MC-01	82.09N, 23.78W	85	2054
86	2073-07-25	MC-07	63.41N, 126.44E	188	27536
52	2068-06-26	MC-09	18.68N, 112.67W	204	2461
69	2075-10-13	MC-01	88.41N, 179.34E	30	11011
2	2055-06-04	MC-14	18.26N, 98.99E	48	8791
79	2075-02-13	MC-22	2.29S, 107.39E	52	3919
23	2056-10-29	MC-17	24.20S, 133.98W	447	10654
56	2067-11-30	MC-18	16.98S, 50.57W	221	6409
95	2072-12-30	MC-10	18.58N, 84.11W	142	3313
78	2074-03-29	MC-08	13.71N, 176.12W	90	4563
89	2074-07-21	MC-30	73.99S, 94.37W	82	15109
47	2073-10-23	MC-11	23.90N, 15.76W	231	1788
36	2063-03-05	MC-08	7.05N, 156.48W	37	629
59	2070-04-14	MC-28	36.90S, 117.65E	7	6205
34	2061-08-28	MC-14	26.47N, 118.20E	103	1788
71	2072-03-16	MC-24	52.75S, 137.53W	702	2880
55	2073-05-05	MC-07	52.24N, 158.55E	196	7752
76	2075-01-05	MC-07	56.48N, 167.72E	47	2739
31	2062-12-04	MC-03	58.28N, 113.36W	1057	756
52	2072-12-23	MC-09	29.37N, 124.39W	19	9366
86	2075-01-19	MC-06	57.02N, 112.99E	277	5255
26	2057-07-03	MC-27	52.51S, 46.13E	70	7752
20	2057-11-10	MC-28	50.35S, 62.27E	137	9074
5	2058-05-07	MC-13	22.61N, 85.77E	80	5076
47	2067-02-07	MC-11	23.97N, 6.75W	175	11011
95	2070-05-29	MC-18	7.90S, 80.34W	212	3612
52	2070-08-17	MC-17	1.75S, 123.82W	905	3167
42	2070-05-30	MC-07	44.37N, 167.55E	175	7052
42	2069-05-08	MC-15	11.19N, 173.46E	36	3612
41	2069-12-17	MC-05	53.84N, 27.29E	365	7052
26	2057-03-01	MC-20	27.33S, 41.05E	524	14025
42	2064-06-30	MC-15	15.00N, 153.54E	70	629
20	2059-04-28	MC-28	60.44S, 74.99E	14	7512
10	2055-11-21	MC-26	35.12S, 40.12W	100	8255
94	2070-03-14	MC-23	29.81S, 137.94E	482	15109
94	2073-01-09	MC-29	58.37S, 144.22E	157	6618
63	2068-02-03	MC-28	62.03S, 93.93E	188	2188
42	2068-07-03	MC-07	35.52N, 150.30E	344	7279
28	2060-11-09	MC-26	62.41S, 52.19W	169	10313
34	2061-10-11	MC-14	13.20N, 108.27E	61	3919
13	2054-07-20	MC-07	54.72N, 127.35E	96	63326
27	2057-08-28	MC-30	77.40S, 75.42E	572	35789
5	2055-10-24	MC-21	4.53S, 76.35E	57	3919
97	2072-01-18	MC-01	89.74N, 10.74W	175	3167
55	2071-02-21	MC-07	31.53N, 166.26E	7	3313
81	2069-06-29	MC-08	4.34N, 172.74W	702	4731
52	2068-03-16	MC-09	13.03N, 126.88W	152	629
100	2073-12-30	MC-30	67.86S, 143.09W	277	9366
90	2073-12-22	MC-24	61.77S, 173.30W	307	7752
69	2076-06-09	MC-01	76.99N, 155.54E	19	6006
4	2056-12-01	MC-26	56.00S, 5.04W	252	4076
62	2068-01-13	MC-20	2.00S, 8.07E	47	2054
93	2067-08-28	MC-03	33.78N, 94.36W	791	2324
52	2071-11-26	MC-17	15.51S, 112.84W	82	7512
51	2066-02-20	MC-26	59.61S, 46.74W	1057	1788
51	2066-12-27	MC-26	48.61S, 53.41W	163	1656
34	2062-03-13	MC-14	12.66N, 122.29E	163	5436
71	2071-09-27	MC-24	54.89S, 144.51W	75	72463
79	2075-05-14	MC-22	2.62S, 128.25E	72	2880
2	2055-10-21	MC-14	28.90N, 125.10E	169	6832
47	2067-05-07	MC-11	22.74N, 32.82W	791	3167
28	2059-06-15	MC-25	41.05S, 70.24W	137	10313
12	2057-11-15	MC-17	5.76S, 122.30W	241	8000
56	2073-08-07	MC-18	12.63S, 78.01W	196	629
63	2067-05-06	MC-29	49.82S, 124.34E	109	8000
24	2056-05-31	MC-29	41.56S, 135.25E	175	883
67	2070-12-15	MC-18	22.05S, 74.36W	631	8519
91	2075-07-06	MC-01	86.73N, 150.47W	100	33322
38	2068-01-09	MC-01	88.32N, 97.02W	57	23366
97	2070-12-27	MC-04	64.88N, 33.78W	100	14025
94	2071-02-22	MC-29	33.41S, 127.02E	30	1656
83	2070-05-06	MC-06	55.62N, 88.90E	157	2461
100	2072-07-19	MC-24	49.50S, 156.90W	264	2739
28	2060-06-26	MC-30	84.79S, 88.71W	113	19313
20	2057-07-26	MC-28	57.86S, 82.91E	241	4902
77	2078-03-10	MC-21	15.66S, 81.30E	702	1138
32	2066-12-12	MC-25	53.23S, 119.37W	34	3167
40	2064-02-15	MC-23	13.36S, 153.90E	75	7279
21	2057-11-27	MC-17	18.52S, 123.10W	157	5436
41	2065-03-14	MC-01	70.86N, 12.01E	221	56210
98	2075-02-27	MC-28	51.06S, 91.05E	24	2880
9	2057-09-30	MC-19	25.16S, 31.59W	80	8000
20	2060-04-15	MC-27	36.16S, 59.61E	59	17000
69	2074-12-11	MC-02	47.43N, 167.21W	9	15700
59	2069-11-04	MC-28	38.62S, 113.69E	9	23366
27	2061-05-14	MC-29	53.69S, 124.37E	67	5812
34	2062-12-14	MC-14	23.90N, 112.50E	32	6409
5	2060-06-16	MC-12	12.09N, 38.60E	96	6006
60	2069-11-27	MC-26	53.09S, 18.88W	93	14551
44	2070-02-02	MC-07	50.97N, 123.95E	905	2739
80	2069-01-30	MC-02	50.53N, 166.30W	22	20205
95	2068-09-17	MC-10	10.50N, 71.43W	231	3313
98	2072-06-21	MC-28	49.14S, 108.93E	9	2880
55	2072-08-12	MC-07	54.43N, 164.82E	50	72463
47	2073-10-11	MC-04	47.89N, 9.85W	17	5622
99	2072-01-25	MC-12	20.79N, 18.76E	93	2461
82	2070-03-01	MC-29	43.79S, 174.78E	43	7752
71	2071-06-02	MC-24	47.22S, 139.08W	152	17718
3	2052-08-24	MC-24	56.50S, 133.16W	12	6832
6	2054-12-20	MC-01	70.30N, 134.12E	50	4731
88	2073-06-10	MC-19	20.55S, 16.20W	264	2880
41	2065-11-04	MC-01	82.38N, 23.24E	36	6205
20	2058-03-07	MC-28	64.42S, 81.02E	14	5622
44	2068-02-21	MC-01	72.62N, 144.20E	292	756
52	2071-09-10	MC-03	31.21N, 103.65W	196	14551
52	2066-02-16	MC-09	9.92N, 132.45W	54	4235
75	2073-08-30	MC-22	29.22S, 112.49E	24	3313
76	2073-09-15	MC-01	68.23N, 171.91W	25	1526
56	2073-08-28	MC-18	28.93S, 62.50W	36	9074
55	2073-09-09	MC-07	35.64N, 168.70E	50	4563
22	2055-04-11	MC-13	12.27N, 47.26E	702	4235
4	2058-08-24	MC-26	31.91S, 37.13W	65	2324
66	2070-01-20	MC-15	18.72N, 145.77E	50	11382
50	2065-10-30	MC-15	24.01N, 148.10E	221	9366
8	2055-06-10	MC-27	50.77S, 5.04E	27	3612
78	2074-07-18	MC-08	9.59N, 162.47W	72	5812
23	2055-01-24	MC-24	45.55S, 150.85W	142	2599
54	2067-06-29	MC-14	7.71N, 128.85E	65	756
97	2072-09-18	MC-01	76.29N, 11.14W	113	11011
60	2070-06-28	MC-26	59.33S, 38.47W	142	35789
1	2051-06-24	MC-06	57.75N, 79.10E	88	3764
100	2071-08-21	MC-30	75.01S, 152.84W	48	1267
31	2060-11-27	MC-03	64.12N, 88.99W	181	19313
66	2068-12-09	MC-15	8.43N, 146.41E	48	1920
90	2074-03-23	MC-24	51.35S, 170.03W	416	18486
47	2066-10-23	MC-04	47.35N, 17.23W	791	14025
89	2074-12-22	MC-30	86.63S, 118.62W	29	14551
86	2076-02-07	MC-01	79.01N, 126.87E	325	1267
86	2073-12-07	MC-01	79.38N, 132.55E	106	1656
62	2067-04-30	MC-21	21.21S, 48.99E	264	6618
37	2064-05-15	MC-15	12.54N, 146.67E	37	5076
64	2069-07-03	MC-27	35.39S, 52.86E	32	4902
76	2076-07-23	MC-07	62.49N, 178.27E	65	14551
5	2057-04-29	MC-21	4.17S, 70.76E	90	5255
27	2060-10-29	MC-28	59.78S, 116.73E	54	5436
10	2061-01-24	MC-18	10.62S, 72.65W	124	3612
13	2054-08-27	MC-06	57.54N, 108.93E	103	1138
26	2059-02-14	MC-27	60.82S, 53.82E	54	5812
68	2069-04-22	MC-14	25.28N, 106.78E	142	9074
19	2057-02-23	MC-07	51.03N, 171.68E	344	12605
34	2061-03-14	MC-14	20.76N, 113.60E	103	8519
37	2064-01-05	MC-15	11.70N, 140.84E	37	3919
4	2053-11-06	MC-26	55.81S, 32.87W	45	3313
60	2070-02-24	MC-26	43.89S, 31.24W	39	6006
35	2061-06-09	MC-17	13.51S, 109.49W	113	5622
35	2061-09-27	MC-17	13.40S, 113.23W	93	6409
82	2072-05-18	MC-29	59.51S, 136.98E	231	35789
95	2071-02-20	MC-09	22.64N, 94.92W	20	7752
17	2058-08-11	MC-06	37.49N, 111.54E	29	6832
56	2069-03-28	MC-18	20.93S, 60.71W	196	3461
60	2070-03-08	MC-26	48.13S, 42.88W	88	18486
23	2057-05-09	MC-16	28.74S, 165.53W	120	9985
65	2068-09-09	MC-19	1.65S, 7.19W	241	4731
22	2055-11-26	MC-20	3.38S, 34.56E	344	4731
31	2062-08-13	MC-03	55.54N, 82.40W	24	2054
29	2061-04-30	MC-16	29.46S, 149.51W	196	1526
52	2072-07-22	MC-09	10.06N, 108.50W	175	6618
75	2075-02-07	MC-28	62.43S, 91.10E	65	24621
44	2072-02-29	MC-01	72.31N, 133.07E	212	6409
5	2054-07-10	MC-13	20.08N, 75.67E	344	5076
35	2062-09-27	MC-18	9.69S, 85.54W	169	883
95	2067-12-21	MC-17	4.00S, 96.29W	70	6409
8	2055-01-19	MC-27	38.92S, 28.76E	117	24621
94	2069-07-09	MC-29	43.09S, 149.35E	447	9366
23	2054-08-30	MC-16	29.33S, 161.27W	90	3612
39	2063-09-14	MC-29	51.74S, 162.62E	93	101649
3	2052-07-30	MC-24	57.85S, 141.69W	48	2461
42	2067-06-25	MC-15	28.14N, 146.31E	416	7512
94	2067-09-19	MC-29	32.58S, 149.08E	63	4563
69	2071-03-13	MC-07	55.20N, 150.73E	77	12605
49	2067-08-07	MC-26	31.41S, 21.42W	43	756
55	2074-01-23	MC-07	39.59N, 154.21E	631	883
24	2054-11-04	MC-23	29.05S, 138.71E	34	9074
41	2069-08-03	MC-01	75.31N, 16.96E	22	5812
20	2060-03-04	MC-28	46.82S, 83.24E	137	7279
39	2066-02-26	MC-24	44.68S, 174.08W	93	18486
17	2061-01-08	MC-06	37.40N, 105.14E	1057	10313
80	2069-04-03	MC-02	44.06N, 148.92W	188	2188
29	2060-08-14	MC-16	29.29S, 159.78W	221	7052
89	2075-03-26	MC-30	86.66S, 82.22W	22	84631
44	2066-04-03	MC-06	54.27N, 112.24E	61	9985
42	2064-07-13	MC-07	40.26N, 171.07E	93	4235
4	2058-03-17	MC-26	52.00S, 37.66W	157	4076
76	2076-04-29	MC-01	70.74N, 166.76E	96	3313
45	2065-08-27	MC-21	10.43S, 46.15E	252	1138
94	2070-05-16	MC-29	47.43S, 134.94E	54	8519
45	2065-10-30	MC-13	2.87N, 66.27E	264	5812
4	2054-01-30	MC-26	40.03S, 31.41W	39	883
35	2063-02-12	MC-17	1.57S, 96.36W	416	3022
17	2062-07-23	MC-06	42.02N, 74.76E	196	24621
36	2062-11-20	MC-16	14.42S, 137.98W	29	2324
5	2057-07-19	MC-20	16.13S, 39.32E	70	6409
39	2063-05-05	MC-24	64.69S, 176.56W	142	8791
77	2075-07-26	MC-22	28.28S, 101.44E	147	3022
57	2069-02-11	MC-25	40.28S, 87.87W	19	883
47	2074-07-16	MC-04	38.61N, 11.00W	12	2739
45	2066-10-25	MC-13	12.07N, 55.12E	389	2880
74	2073-04-25	MC-12	8.15N, 10.65E	96	1396
38	2065-05-05	MC-01	85.73N, 124.28W	264	10313
58	2069-04-23	MC-26	63.43S, 14.12W	80	38630
19	2057-07-24	MC-07	37.19N, 168.28E	147	26004
29	2059-12-16	MC-16	19.54S, 158.81W	85	1138
